"","site","site.name","uniqueid","subid","session","scan","falff_50","reho_50","vmhc_50","falff_75","reho_75","vmhc_75","falff_90","reho_90","vmhc_90","falff_fwhm","reho_fwhm","vmhc_fwhm","falff_mean","reho_mean","vmhc_mean","global"
"11",4,"BMB","Berlin_0003008_session_1_rest_1","0003008",1,1,0.670956437475979,0.110506989061832,0.396740257740021,0.708231795113534,0.169768407940865,0.583195000886917,0.742118483874947,0.234876027703285,0.723315727710724,3.65114,11.1725,6.5226,0.673743156809894,0.129625618457794,0.381580084562302,"All Sites"
"12",4,"BMB","Berlin_0003008_session_1_rest_2","0003008",1,2,0.657761783804744,0.0992063656449318,0.305992394685745,0.695842729182914,0.15700052306056,0.485350489616394,0.737385578686371,0.221254806220532,0.658428430557251,4.02943,11.6461,6.37171,0.65836766714109,0.12074963748455,0.315620481967926,"All Sites"
"13",4,"BMB","Berlin_0003009_session_1_rest_1","0003009",1,1,0.673532631015405,0.0975970923900604,0.369964897632599,0.712322468403727,0.153381027281284,0.561481773853302,0.754638654645532,0.215905338525772,0.706179320812225,3.80495,11.5274,5.95639,0.677523940457358,0.117125913500786,0.361032843589783,"All Sites"
"14",4,"BMB","Berlin_0003009_session_1_rest_2","0003009",1,2,0.654515156988055,0.0973120629787445,0.342620804905891,0.693857598118484,0.154611498117447,0.533788859844208,0.740353210363537,0.22066071331501,0.687778770923615,4.03956,11.9323,5.97678,0.658169415398526,0.117989160120487,0.342389017343521,"All Sites"
"15",4,"BMB","Berlin_0003010_session_1_rest_1","0003010",1,1,0.680279552936554,0.125078447163105,0.421495795249939,0.715710779651999,0.182343024760485,0.597482964396477,0.75468512903899,0.24175693243742,0.733042246103287,3.78054,10.8029,6.72985,0.682502759612233,0.139862656593323,0.399506896734238,"All Sites"
"16",4,"BMB","Berlin_0003010_session_1_rest_2","0003010",1,2,0.679700397886336,0.118182860314846,0.399261504411697,0.718439798802137,0.17289799451828,0.580265045166016,0.757179199717939,0.227936819195747,0.727873504161835,3.71511,10.5791,6.73813,0.683397549361601,0.132829144597054,0.385503739118576,"All Sites"
"17",4,"BMB","Berlin_0003011_session_1_rest_1","0003011",1,1,0.674163135932758,0.114891294389963,0.384406298398972,0.716518935048953,0.176206231117249,0.569414794445038,0.762404384091496,0.237387685477734,0.716596782207489,4.07965,11.2173,6.34313,0.676064999200308,0.131885230541229,0.374962478876114,"All Sites"
"18",4,"BMB","Berlin_0003011_session_1_rest_2","0003011",1,2,0.689536175690591,0.127341106534004,0.446823477745056,0.732187897898257,0.19069442898035,0.636645168066025,0.778393930289894,0.254444509744644,0.775850474834442,3.84251,11.269,6.53921,0.693860503901527,0.142389804124832,0.420825958251953,"All Sites"
"19",4,"BMB","Berlin_0003012_session_1_rest_1","0003012",1,1,0.663739426061511,0.108425166457891,0.357936352491379,0.706105772405863,0.165847279131413,0.538865089416504,0.752002647612244,0.227183762192726,0.690482437610627,3.76271,10.963,6.16604,0.667121499442215,0.125825166702271,0.354290515184403,"All Sites"
"20",4,"BMB","Berlin_0003012_session_1_rest_2","0003012",1,2,0.680336728692055,0.103349234908819,0.388899117708206,0.71931435377337,0.160117708146572,0.570373103022575,0.761835399316624,0.221667356789112,0.707990062236786,3.64109,11.2768,6.03318,0.685145449729264,0.121052116155624,0.371732920408249,"All Sites"
"21",4,"BMB","Berlin_0003013_session_1_rest_1","0003013",1,1,0.70256900973618,0.12011256814003,0.458750784397125,0.749648376367986,0.18248750269413,0.638261258602142,0.796727742999792,0.252807593345642,0.766520977020264,4.7077,11.2037,6.16475,0.701336139961259,0.139349728822708,0.423111945390701,"All Sites"
"22",4,"BMB","Berlin_0003013_session_1_rest_2","0003013",1,2,0.679494577925652,0.113954961299896,0.422616064548492,0.721525170374662,0.171838983893394,0.610526025295258,0.767058312194422,0.231313654780388,0.749509966373444,4.22769,10.7436,6.19269,0.67888774591779,0.129644766449928,0.399681270122528,"All Sites"
"23",4,"BMB","Berlin_0003014_session_1_rest_1","0003014",1,1,0.660883562872186,0.0985318943858147,0.315022736787796,0.704220189945772,0.156271561980247,0.509292662143707,0.751168202608824,0.219898900389671,0.67989844083786,4.14936,11.4139,6.21108,0.667467353928033,0.118679411709309,0.325285196304321,"All Sites"
"24",4,"BMB","Berlin_0003014_session_1_rest_2","0003014",1,2,0.661792203318328,0.10059292986989,0.337096333503723,0.700106488773599,0.157599911093712,0.528320372104645,0.741903891088441,0.214145901799202,0.692421793937683,3.77188,11.3673,6.28414,0.664239146638468,0.118587709963322,0.340006202459335,"All Sites"
"25",4,"BMB","Berlin_0003015_session_1_rest_1","0003015",1,1,0.664244543761015,0.122304134070873,0.404093503952026,0.711174864787608,0.180042661726475,0.601586043834686,0.758105185814202,0.238747224211693,0.737992525100708,4.18057,10.8404,6.57999,0.668667543181548,0.136146947741508,0.391803532838821,"All Sites"
"26",4,"BMB","Berlin_0003015_session_1_rest_2","0003015",1,2,0.669705959502608,0.131649807095528,0.432406842708588,0.716513365274295,0.199645102024078,0.636955559253693,0.763320771045983,0.262840080261231,0.771516251564026,4.26565,11.272,6.46844,0.673394741209947,0.146216496825218,0.41225877404213,"All Sites"
"27",4,"BMB","Berlin_0003016_session_1_rest_1","0003016",1,1,0.686173834837973,0.109012834727764,0.409148633480072,0.733122570905834,0.177905354648829,0.623823568224907,0.783682748209685,0.249256050586701,0.772893905639648,4.01568,11.2252,6.2085,0.692996368387983,0.131307780742645,0.397277891635895,"All Sites"
"28",4,"BMB","Berlin_0003016_session_1_rest_2","0003016",1,2,0.69021770870313,0.101491913199425,0.360363483428955,0.737195877358317,0.168407738208771,0.569828033447266,0.791401456575841,0.242366430163383,0.723999679088593,4.10273,11.5849,6.07255,0.696565488915464,0.125667750835419,0.360154420137405,"All Sites"
"29",4,"BMB","Berlin_0003017_session_1_rest_1","0003017",1,1,0.655154943466187,0.105988398194313,0.374230235815048,0.69268986210227,0.169401183724403,0.573105454444885,0.730224780738354,0.233785152435303,0.736628651618958,3.70596,11.2722,6.37207,0.655022180499202,0.126102104783058,0.372653841972351,"All Sites"
"30",4,"BMB","Berlin_0003017_session_1_rest_2","0003017",1,2,0.660756781697273,0.111141957342625,0.394821554422379,0.698612638982013,0.175027690827847,0.597176969051361,0.743351379409432,0.237322527170181,0.755110603570938,3.85535,11.0633,6.58576,0.661487224751041,0.129365086555481,0.387691527605057,"All Sites"
"31",4,"BMB","Berlin_0003018_session_1_rest_1","0003018",1,1,0.672920019831508,0.0953391455113888,0.354953914880753,0.708524253685027,0.141251344233751,0.547623932361603,0.747688910923898,0.197822338342667,0.7092365026474,3.66887,11.0505,6.03046,0.67662306017606,0.11198990046978,0.352604657411575,"All Sites"
"32",4,"BMB","Berlin_0003018_session_1_rest_2","0003018",1,2,0.658327749697492,0.0868133530020714,0.31526705622673,0.693913033464924,0.129101041704416,0.506890833377838,0.733056845609099,0.182141996920109,0.680500030517578,3.94048,11.1806,5.9776,0.657816054143823,0.104132205247879,0.32558074593544,"All Sites"
"33",4,"BMB","Berlin_0003020_session_1_rest_1","0003020",1,1,0.670151957310736,0.103552829474211,0.367110669612885,0.708950228523463,0.150309279561043,0.56859678030014,0.74774849973619,0.20105826407671,0.735487699508667,3.54547,10.5672,6.71858,0.673808940100687,0.117305658757687,0.366034984588623,"All Sites"
"34",4,"BMB","Berlin_0003020_session_1_rest_2","0003020",1,2,0.680651137372479,0.108473151922226,0.406845510005951,0.719850941095501,0.158239528536797,0.61068058013916,0.762614363338798,0.211979070305824,0.760490357875824,3.70724,10.4025,6.52596,0.683249799618801,0.12221247702837,0.394685119390488,"All Sites"
"35",4,"BMB","Berlin_0003021_session_1_rest_1","0003021",1,1,0.654715073760599,0.105836659669876,0.4422587454319,0.6976472097449,0.163158982992172,0.631734952330589,0.747734701726586,0.225211523473263,0.76441901922226,3.81906,10.5352,6.12853,0.658741012997645,0.1235541254282,0.413127362728119,"All Sites"
"36",4,"BMB","Berlin_0003021_session_1_rest_2","0003021",1,2,0.656079893466085,0.0996022820472717,0.40728685259819,0.699101525824517,0.152786709368229,0.596920967102051,0.742123158182949,0.21261884868145,0.732331216335297,3.69607,10.78,6.00036,0.660864490147092,0.117434829473495,0.386373668909073,"All Sites"
"37",4,"BMB","Berlin_0003022_session_1_rest_1","0003022",1,1,0.675874789711088,0.0956127904355526,0.335390403866768,0.714396150782704,0.143848311156034,0.530706882476807,0.752917511854321,0.199434049427509,0.703027546405792,3.62592,10.6227,6.21812,0.680468440016296,0.111538112163544,0.341049343347549,"All Sites"
"38",4,"BMB","Berlin_0003022_session_1_rest_2","0003022",1,2,0.677444492001086,0.105470947921276,0.371788412332535,0.716459619812667,0.159781523048878,0.562374830245972,0.759021577425301,0.220403462648392,0.724677121639252,3.75629,10.8538,6.21392,0.681711381258306,0.122186601161957,0.366485357284546,"All Sites"
"39",4,"BMB","Berlin_0003023_session_1_rest_1","0003023",1,1,0.656236903974786,0.109446376562119,0.425956845283508,0.699268832104281,0.165780279785395,0.618341684341431,0.745886754244566,0.221090786159039,0.755368053913116,3.98827,10.8839,6.54781,0.659810691750214,0.125097915530205,0.402788609266281,"All Sites"
"40",4,"BMB","Berlin_0003023_session_1_rest_2","0003023",1,2,0.665832409635186,0.125726088881493,0.475671857595444,0.708789339289069,0.189908757805824,0.670478880405426,0.762485501356423,0.252694892883301,0.799059212207794,3.88238,10.6883,6.74402,0.669987538397867,0.141802802681923,0.438574731349945,"All Sites"
"41",4,"BMB","Berlin_0003024_session_1_rest_1","0003024",1,1,0.676248595118523,0.0986695848405361,0.370360165834427,0.711469876114279,0.149483826011419,0.55782875418663,0.750213285209611,0.209320667386055,0.694679045677185,3.63027,11.3538,6.29798,0.677629989949054,0.116170853376389,0.357966929674149,"All Sites"
"42",4,"BMB","Berlin_0003024_session_1_rest_2","0003024",1,2,0.681403320748359,0.0904122740030289,0.32004764676094,0.717842001002282,0.142160400748253,0.509225785732269,0.757924549281597,0.203840778768063,0.667912614345551,3.80621,11.725,6.18965,0.683946809003936,0.110395848751068,0.322597712278366,"All Sites"
"43",4,"BMB","Berlin_0003025_session_1_rest_1","0003025",1,1,0.665493526961654,0.122516293078661,0.395522683858871,0.711757782846689,0.19458957016468,0.608469128608704,0.765139616560191,0.264285746216774,0.780368983745575,4.29138,11.2589,6.78502,0.668496698689278,0.142568588256836,0.392205148935318,"All Sites"
"44",4,"BMB","Berlin_0003025_session_1_rest_2","0003025",1,2,0.665412091650069,0.119623705744743,0.362941026687622,0.711424629902467,0.190356209874153,0.566199272871017,0.757437168154866,0.258394092321396,0.752412140369415,4.158,11.4981,6.76194,0.671002676218393,0.139028429985046,0.368867605924606,"All Sites"
"45",4,"BMB","Berlin_0003026_session_1_rest_1","0003026",1,1,0.671737008960918,0.107268419116735,0.33773410320282,0.710022537969053,0.163462337106466,0.522169530391693,0.751788569614291,0.221160118281841,0.681593120098114,4.03971,11.4449,6.49695,0.672906732085413,0.123749881982803,0.338679671287537,"All Sites"
"46",4,"BMB","Berlin_0003026_session_1_rest_2","0003026",1,2,0.668317292351276,0.113117441534996,0.355586737394333,0.709656506311148,0.173366509377956,0.5504070520401,0.750995720271021,0.233894342184067,0.719325244426727,3.86345,11.462,6.67874,0.671681007790936,0.130147084593773,0.355464607477188,"All Sites"
"47",4,"BMB","Berlin_0003032_session_1_rest_1","0003032",1,1,0.686435924377292,0.115374471992254,0.430402994155884,0.729562788736075,0.179472595453262,0.614052519202232,0.77628355845809,0.241936735808849,0.751314997673035,3.96341,11.4501,6.46407,0.692650271155458,0.134522914886475,0.409180283546448,"All Sites"
"48",4,"BMB","Berlin_0003032_session_1_rest_2","0003032",1,2,0.686167537234724,0.121289934962988,0.440175473690033,0.73361529246904,0.18426450714469,0.62337601184845,0.781063047703356,0.247430154681206,0.766833245754242,4.03618,11.078,6.6102,0.694988985744778,0.139876157045364,0.413706421852112,"All Sites"
"49",4,"BMB","Berlin_0003033_session_1_rest_1","0003033",1,1,0.661311384290457,0.112996626645327,0.372069209814072,0.693310322239995,0.155586268752813,0.533026337623596,0.732420135289431,0.204651790857315,0.678281426429749,3.51109,11.1582,6.61532,0.663679838644015,0.124605432152748,0.364514470100403,"All Sites"
"50",4,"BMB","Berlin_0003033_session_1_rest_2","0003033",1,2,0.667397153563797,0.115092486143112,0.378559678792953,0.70308684092015,0.16787126660347,0.547472059726715,0.742345497012138,0.221551913022995,0.700350522994995,3.55416,11.245,6.51642,0.670815120418422,0.129907205700874,0.372129797935486,"All Sites"
"51",4,"BMB","Berlin_0003034_session_1_rest_1","0003034",1,1,0.660331358201802,0.099727988243103,0.342882841825485,0.699383212719113,0.151663661003113,0.548926651477814,0.741985235828906,0.212754553556442,0.724228847026825,3.9623,11.0517,6.65156,0.665311705889437,0.118235699832439,0.350497335195541,"All Sites"
"52",4,"BMB","Berlin_0003034_session_1_rest_2","0003034",1,2,0.658449518959969,0.103597454726696,0.362570822238922,0.694041384849697,0.155967935919762,0.569168925285339,0.729633250739425,0.214535300433636,0.735840559005737,3.62918,11.1184,6.62608,0.659977982459156,0.121027760207653,0.370656728744507,"All Sites"
"53",4,"BMB","Berlin_0003036_session_1_rest_1","0003036",1,1,0.670128695201129,0.104112267494202,0.362179607152939,0.705585239920765,0.150529138743877,0.5656348913908,0.744587439112365,0.203658828139305,0.722871541976929,3.51643,10.9916,6.71442,0.674365510388875,0.118487849831581,0.365663021802902,"All Sites"
"54",4,"BMB","Berlin_0003036_session_1_rest_2","0003036",1,2,0.686328649520874,0.132602028548717,0.454712361097336,0.73279881849885,0.190981555730104,0.640008270740509,0.779268987476826,0.253952187299728,0.782268822193146,4.0791,11.1299,6.68123,0.694082132339459,0.14790852367878,0.431220501661301,"All Sites"
"55",4,"BMB","Berlin_0003037_session_1_rest_1","0003037",1,1,0.668187443166971,0.0924312621355057,0.316585689783096,0.704501978121698,0.135536503046751,0.498647034168243,0.740816513076425,0.183725982904434,0.673110687732697,3.54264,11.1595,6.31134,0.672779848325747,0.106978558003902,0.326679795980453,"All Sites"
"56",4,"BMB","Berlin_0003037_session_1_rest_2","0003037",1,2,0.663989914115518,0.102705955505371,0.359747767448425,0.700472876429558,0.151129588484764,0.546411514282227,0.744252431206405,0.204208835959435,0.696792721748352,3.75622,11.5265,6.45662,0.668876868850409,0.117985017597675,0.357424110174179,"All Sites"
"57",4,"BMB","Berlin_0003038_session_1_rest_1","0003038",1,1,0.665496949804947,0.106184504926205,0.450611233711243,0.707750724395737,0.166042193770409,0.640825569629669,0.753525646869093,0.227381762862205,0.77431857585907,3.80352,11.2452,6.2654,0.672792594704692,0.124333053827286,0.418436288833618,"All Sites"
"58",4,"BMB","Berlin_0003038_session_1_rest_2","0003038",1,2,0.685293048620224,0.111851781606674,0.473456770181656,0.731693098787218,0.177519287914038,0.688014924526215,0.778093148954213,0.253878369927406,0.825939238071442,4.00879,11.9005,6.42304,0.691004029567266,0.13520060479641,0.444856852293015,"All Sites"
"59",4,"BMB","Berlin_0003039_session_1_rest_1","0003039",1,1,0.678825357696041,0.114432036876678,0.382555022835732,0.718333711847663,0.184578120708466,0.573931574821472,0.768617071676999,0.259052932262421,0.720256924629211,3.85719,11.8654,6.48509,0.68476125184176,0.138430699706078,0.376065999269485,"All Sites"
"60",4,"BMB","Berlin_0003039_session_1_rest_2","0003039",1,2,0.68393744295463,0.0980721265077591,0.336249172687531,0.719374616164714,0.156626999378204,0.518142282962799,0.758355506695807,0.223805472254753,0.669367492198944,3.63236,11.7715,6.31621,0.688039587492205,0.119955070316792,0.33933162689209,"All Sites"
"61",4,"BMB","Berlin_0003040_session_1_rest_1","0003040",1,1,0.67277369950898,0.11068445071578,0.432714149355888,0.710339743643999,0.169727474451065,0.625898584723473,0.747905787779018,0.230327010154724,0.780025410652161,3.65029,11.1717,6.57169,0.674853713351563,0.128530085086823,0.41130793094635,"All Sites"
"62",4,"BMB","Berlin_0003040_session_1_rest_2","0003040",1,2,0.655628229025751,0.0881463997066021,0.323230981826782,0.687352175591514,0.135053366422653,0.493361502885818,0.722601005109027,0.197568497061729,0.653418481349945,3.39111,11.7299,6.33255,0.658373712318208,0.107893958687782,0.326540768146515,"All Sites"
"63",4,"BMB","Berlin_0003041_session_1_rest_1","0003041",1,1,0.687155405292287,0.0921206884086132,0.355993539094925,0.729012587340549,0.134283091872931,0.53587132692337,0.767381670884788,0.184648314118385,0.691110134124756,4.06011,10.6682,6.07402,0.691492547054397,0.106869168579578,0.35246679186821,"All Sites"
"64",4,"BMB","Berlin_0003041_session_1_rest_2","0003041",1,2,0.684699493926018,0.0942840948700905,0.350467920303345,0.726196432951838,0.140583507716656,0.549118041992188,0.767693371977657,0.198258109390736,0.712790501117706,4.14066,11.0227,6.30116,0.687939826402219,0.111265137791634,0.353449732065201,"All Sites"
"65",4,"BMB","Berlin_0003042_session_1_rest_1","0003042",1,1,0.671734388452023,0.105726312845945,0.423483580350876,0.707088829949498,0.163610711693764,0.613501965999603,0.749514159746468,0.229374289512634,0.752077996730804,3.67411,11.0625,6.29846,0.676559537824598,0.125260934233665,0.402043491601944,"All Sites"
"66",4,"BMB","Berlin_0003042_session_1_rest_2","0003042",1,2,0.666535643627867,0.0991971977055073,0.387060880661011,0.705328723415732,0.155924990773201,0.578640788793564,0.744121803203598,0.218564160168171,0.736905515193939,3.77823,11.2043,6.36746,0.671799373915828,0.119410999119282,0.378440707921982,"All Sites"
"67",4,"BMB","Berlin_0003044_session_1_rest_1","0003044",1,1,0.679407807765529,0.114372242242098,0.417381465435028,0.722544811433181,0.177078098058701,0.614772081375122,0.769276565406471,0.241071569919586,0.767530709505081,4.18764,11.3905,6.30939,0.683876664668279,0.133174553513527,0.402623414993286,"All Sites"
"68",4,"BMB","Berlin_0003044_session_1_rest_2","0003044",1,2,0.675246935337782,0.132541596889496,0.473806649446487,0.726905170828104,0.212718181312084,0.680950552225113,0.785943154245615,0.290317851305008,0.821645760536194,4.2778,11.6491,6.44463,0.685223964195647,0.155471652746201,0.443074107170105,"All Sites"
"69",4,"BMB","Berlin_0003045_session_1_rest_1","0003045",1,1,0.680270639713854,0.0895661860704422,0.38479146361351,0.724396302830428,0.144296735525131,0.584093332290649,0.768521965947002,0.207636381685734,0.738580274581909,3.94161,11.666,6.10817,0.688150926124978,0.111638493835926,0.377862215042114,"All Sites"
"70",4,"BMB","Berlin_0003045_session_1_rest_2","0003045",1,2,0.669328731251881,0.0828254595398903,0.339339286088943,0.707876459229738,0.131701216101646,0.533529281616211,0.746424187207595,0.192893263697624,0.694428932666779,3.62491,11.6516,6.21258,0.674766677730037,0.103654213249683,0.343465685844421,"All Sites"
"71",4,"BMB","Berlin_0003047_session_1_rest_1","0003047",1,1,0.671867024386302,0.0938873179256916,0.337369605898857,0.710970396175981,0.138438038527966,0.517221033573151,0.753628619946539,0.196988393366337,0.674842834472656,4.0541,10.807,6.26661,0.675346050315328,0.111130625009537,0.339969485998154,"All Sites"
"72",4,"BMB","Berlin_0003047_session_1_rest_2","0003047",1,2,0.690252180211246,0.101596146821976,0.380252406001091,0.737982384162024,0.149553261697292,0.571090042591095,0.785712588112801,0.205800241231918,0.726546800136566,4.37749,10.475,6.07725,0.697414254742446,0.117656692862511,0.372625410556793,"All Sites"
"73",4,"BMB","Berlin_0003049_session_1_rest_1","0003049",1,1,0.678543065674603,0.101117361336946,0.406446397304535,0.718034990131855,0.149028703570366,0.595637038350105,0.764707264490426,0.201132576167583,0.743445813655853,3.72519,10.5678,6.37944,0.682405507470896,0.116261839866638,0.391501426696777,"All Sites"
"74",4,"BMB","Berlin_0003049_session_1_rest_2","0003049",1,2,0.683599857147783,0.0985002890229225,0.374849230051041,0.726774584967643,0.148224841803312,0.552287071943283,0.773547206772491,0.206019045412541,0.702917265892029,3.84044,11.1756,6.35042,0.689630268872622,0.11553405970335,0.364981651306152,"All Sites"
"75",4,"BMB","Berlin_0003050_session_1_rest_1","0003050",1,1,0.688260313123465,0.0932685881853104,0.383918210864067,0.730398699641228,0.138322953134775,0.575817883014679,0.772537086158991,0.18958412706852,0.732438921928406,3.8886,10.4621,6.3958,0.692378813379662,0.108538024127483,0.374354094266891,"All Sites"
"76",4,"BMB","Berlin_0003050_session_1_rest_2","0003050",1,2,0.655698515474796,0.0882661193609238,0.352575272321701,0.690951123833656,0.129820078611374,0.53818666934967,0.729728993028402,0.17795892059803,0.702335298061371,3.58799,10.4493,6.62342,0.659844728677863,0.10297591984272,0.352126985788345,"All Sites"
"77",4,"BMB","Berlin_0003051_session_1_rest_1","0003051",1,1,0.67994138924405,0.110183767974377,0.384869575500488,0.71930641704239,0.169925883412361,0.574097156524658,0.765828722622246,0.22938583791256,0.721678459644318,3.98029,11.2368,6.25986,0.684890217566775,0.12850247323513,0.374590456485748,"All Sites"
"78",4,"BMB","Berlin_0003051_session_1_rest_2","0003051",1,2,0.67378924973309,0.131452053785324,0.431425929069519,0.717027062550187,0.19336698949337,0.623829960823059,0.767471177503467,0.253186082839966,0.765095889568329,4.15278,10.9264,6.52504,0.680036869076048,0.145385935902596,0.408196270465851,"All Sites"
"79",4,"BMB","Berlin_0003051_session_1_rest_3","0003051",1,3,0.671147322747856,0.111674539744854,0.362084701657295,0.713759851176292,0.167267441749573,0.551506340503693,0.756372379604727,0.222318562865257,0.70935794711113,4.06441,10.9121,6.43076,0.675063343717876,0.127952679991722,0.35807678103447,"All Sites"
"80",4,"BMB","Berlin_0003051_session_1_rest_4","0003051",1,4,0.660777238430455,0.133963830769062,0.428012281656265,0.699235172942281,0.196922853589058,0.625162243843079,0.741189283318818,0.253901869058609,0.775907337665558,3.63207,11.0357,6.53142,0.665920845355252,0.149192810058594,0.41112607717514,"All Sites"
"81",4,"BMB","Berlin_0003052_session_1_rest_1","0003052",1,1,0.667458871845156,0.146129533648491,0.441906601190567,0.706932245986536,0.206700265407562,0.6031414270401,0.749994108686224,0.265668416023254,0.746531885862351,3.7672,12.3014,6.78111,0.673551474662301,0.159512400627136,0.417072266340256,"All Sites"
"82",4,"BMB","Berlin_0003052_session_1_rest_2","0003052",1,2,0.664794655982405,0.163454823195934,0.490504324436188,0.704110468970612,0.23429312184453,0.67688113451004,0.747000446775928,0.294576963782311,0.819368004798889,3.94223,11.6909,7.0549,0.667554170767222,0.177808701992035,0.458796858787537,"All Sites"
"83",4,"BMB","Berlin_0003052_session_1_rest_3","0003052",1,3,0.672653449000791,0.17542976140976,0.465874463319778,0.712649059481919,0.24369004368782,0.648990452289581,0.759916599141434,0.306551545858383,0.794219553470612,4.09936,11.9508,7.12484,0.675312593848258,0.188994184136391,0.44058495759964,"All Sites"
"84",4,"BMB","Berlin_0003052_session_1_rest_4","0003052",1,4,0.675329601159319,0.198507197201252,0.523818016052246,0.721780843567103,0.28053080290556,0.713097274303436,0.7753784309607,0.351610708236694,0.847006815671921,4.27402,12.1751,7.02962,0.682086729820955,0.212084412574768,0.483656704425812,"All Sites"
"85",4,"BMB","Berlin_0003054_session_1_rest_1","0003054",1,1,0.66862084204331,0.0977963879704475,0.364438891410828,0.707330469740555,0.140396416187286,0.556376755237579,0.749559154501185,0.190997821092606,0.725639820098877,3.77434,10.3043,6.28927,0.673295033173101,0.112878181040287,0.365795105695724,"All Sites"
"86",4,"BMB","Berlin_0003054_session_1_rest_2","0003054",1,2,0.689798929262906,0.1393211632967,0.420747578144073,0.72792851831764,0.194633856415749,0.620453596115112,0.766058107372373,0.250395178794861,0.768082475662232,3.97236,11.2982,6.85717,0.692639373113448,0.153073891997337,0.404333770275116,"All Sites"
"87",4,"BMB","Berlin_0003054_session_1_rest_3","0003054",1,3,0.664642632007599,0.108275882899761,0.398707449436188,0.706182796508074,0.15796272456646,0.600896835327148,0.747722961008549,0.220285812020302,0.773424565792084,3.97066,10.7164,6.58669,0.669862050197437,0.127387329936028,0.39644068479538,"All Sites"
"88",4,"BMB","Berlin_0003054_session_1_rest_4","0003054",1,4,0.677813117625192,0.139980234205723,0.439954847097397,0.716444953344762,0.201252855360508,0.658946752548218,0.758588774129748,0.267440977692604,0.806891274452209,3.94156,11.6525,6.97877,0.681353569545551,0.157606229186058,0.428609371185303,"All Sites"
"89",4,"BMB","Berlin_0003055_session_1_rest_1","0003055",1,1,0.674060848075897,0.149971187114716,0.533303141593933,0.724525296594948,0.215712413191795,0.700238883495331,0.778594348579645,0.281760972738266,0.814233779907227,4.17995,11.1605,6.60194,0.683254404727755,0.165935859084129,0.483471155166626,"All Sites"
"90",4,"BMB","Berlin_0003055_session_1_rest_2","0003055",1,2,0.6657784441486,0.174727395176888,0.559476912021637,0.724631787277758,0.258366487920284,0.730411350727081,0.794520132243633,0.330412667989731,0.838741481304169,4.42633,11.4249,6.62084,0.676024097402236,0.192472621798515,0.503059864044189,"All Sites"
"91",4,"BMB","Berlin_0003055_session_1_rest_3","0003055",1,3,0.673734646290541,0.204020768404007,0.537341952323914,0.728658666368574,0.288693390786648,0.720001041889191,0.798229091800749,0.362798503041267,0.851989924907684,4.44178,12.1515,6.92111,0.684044517223068,0.220465630292892,0.493248254060745,"All Sites"
"92",4,"BMB","Berlin_0003055_session_1_rest_4","0003055",1,4,0.684846323914826,0.195612281560898,0.55889904499054,0.743442800827324,0.28229096531868,0.73017817735672,0.809363837353885,0.358813017606735,0.851017606258392,4.34387,11.4625,6.76047,0.695397656025158,0.212389513850212,0.511000871658325,"All Sites"
"93",4,"BMB","Berlin_0003056_session_1_rest_1","0003056",1,1,0.674062669277191,0.107928298413754,0.403910249471664,0.713087350130081,0.156731836497784,0.577727496623993,0.752112030982971,0.212376296520233,0.717135858535767,3.56638,10.8472,6.18544,0.677711857106884,0.122344925999641,0.387495785951614,"All Sites"
"94",4,"BMB","Berlin_0003056_session_1_rest_2","0003056",1,2,0.65672998689115,0.102941703051329,0.361810684204102,0.69281405210495,0.152674373239279,0.535554468631744,0.728898117318749,0.204816646873951,0.687455379962921,3.6176,10.8744,6.4559,0.656554768119566,0.117173358798027,0.357210218906403,"All Sites"
"95",4,"BMB","Berlin_0003056_session_1_rest_3","0003056",1,3,0.673883134732023,0.120785243809223,0.480557560920715,0.711897055152804,0.176464736461639,0.645965039730072,0.753366786520928,0.238935688138008,0.764579594135284,3.5509,10.9747,6.32988,0.67793603150473,0.135548770427704,0.435776889324188,"All Sites"
"96",4,"BMB","Berlin_0003056_session_1_rest_4","0003056",1,4,0.657174367690459,0.0965419635176659,0.334887444972992,0.693482343805954,0.14564922451973,0.52299964427948,0.737051915144548,0.203607296943665,0.678496658802032,3.80284,11.0364,6.27109,0.660417972392868,0.113396733999252,0.339740067720413,"All Sites"
"97",4,"BMB","Berlin_0003057_session_1_rest_1","0003057",1,1,0.681762680411339,0.104262173175812,0.374961048364639,0.717271153349429,0.156896650791168,0.571499884128571,0.756330473581329,0.217783376574516,0.726884663105011,3.7225,11.1082,6.04688,0.683402530695407,0.121851973235607,0.366459131240845,"All Sites"
"98",4,"BMB","Berlin_0003057_session_1_rest_2","0003057",1,2,0.680983648635447,0.114275045692921,0.427991509437561,0.715203932486475,0.175167616456747,0.609827727079391,0.752846244722605,0.239915646612644,0.742622256278992,3.69702,11.5769,6.03839,0.682006119356791,0.133411943912506,0.400245100259781,"All Sites"
"99",4,"BMB","Berlin_0003057_session_1_rest_3","0003057",1,3,0.670633321627975,0.104270115494728,0.376011461019516,0.708270906005055,0.156607016921043,0.566166639328003,0.749330088961869,0.216924792528152,0.723760426044464,3.60545,11.0813,6.05211,0.674666924514798,0.122243665158749,0.370105296373367,"All Sites"
"100",4,"BMB","Berlin_0003057_session_1_rest_4","0003057",1,4,0.668920621275902,0.0861186236143112,0.280824184417725,0.703760236967355,0.130759805440903,0.464544460177422,0.738599852658808,0.1886205047369,0.646307528018951,3.63522,11.4352,5.87098,0.671739175923686,0.104602500796318,0.300111174583435,"All Sites"
